index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,average_price,center_price
16993,Cashew/Godambi - Broken,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,189.0,300.0,Cashews,,Cashews are a kidney-shaped seed sourced from the cashew tree. Cashews provide an excellent source of protein. Cashews are cholesterol-free and a great supply of antioxidants that will keep you away from heart diseases. The fat content in cashew nuts is low.,244.5,-107.78573616403554
17103,Walnut/Akrodu - Kernels,"Foodgrains, Oil & Masala",Dry Fruits,bb Popular,267.0,360.0,Other Dry Fruits,,"Walnut Kernels not only add crunch and taste to a dish but they are loaded with nutritional benefits too.
Walnut not only tastes great but is a rich source of heart-healthy, fats and an excellent source of those hard-to-find omega 3 fatty acids.
Walnuts are vacuum packaged to retain freshness, taste, and texture ensuring quality.
Adding walnuts to your diet may help you to maintain your ideal weight over time.
Researchers showed that consuming walnuts on regular basis may help you to reduce stress and age growth as it is found to consist of vitamin-e and anti-oxidants multivitamins- walnuts contain several neuroprotective compounds, including vitamin e, vitamin b, folate, melatonin, omega-3 fats and antioxidants health benefits-walnuts are primarily made up of polyunsaturated fat.",313.5,-38.78573616403554
17371,Dried Fruit - Blackcurrant,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,270.0,300.0,Other Dry Fruits,4.0,"Blackcurrant is a berry of translucent pulp with red or green tones and a bittersweet taste. The fruit is small, of black-blue colour and spherical shape, with an intense taste when completely ripe. The fruit is small, of black-blue colour and spherical shape, with an intense taste when completely ripe.",285.0,-67.28573616403554
17475,Raisins/Ona Drakshi - Indian,"Foodgrains, Oil & Masala",Dry Fruits,bb Popular,190.0,250.0,Raisins,4.0,"It's safe to say that raisins are irreplaceable as a healthy member of the dry fruits category. These golden, green or black delicacies are favourites of almost everyone, particularly children. Raisins are widely used in cultural cooking around the world (especially in desserts) and are also added to health tonics, snacks and compact, high-energy food supplements for mountaineers, backpackers, and campers.
By including raisins in your diet helps you increase the level of antioxidants in your system. Raisin varieties depend on the type of grape used and are made in a variety of sizes and colours including green, black, blue, purple and yellow. Value provides you with green raisin with lots of benefits.",220.0,-132.28573616403554
17686,Signature Dried Kiwi,"Foodgrains, Oil & Masala",Dry Fruits,Nutraj,149.0,199.0,Other Dry Fruits,2.0,"Tangy and sugary at the same time, this pack of Signature Premium dried kiwi from Nutraj is an all-time favourite. Try one and you will be hooked. The reservoir of Vitamin C, these kiwis contain twice as much flavour as oranges. This packet helps to prevent constipation and irritable bowel syndrome. High potassium in kiwi supports heart health and also protects the loss of muscle mass. This healthy snack for a better living has been nitrogen flush packed to retain the freshness of the packed content.Nutraj is a pioneer name in the trade of healthy bites and offers the finest variety of nuts and dried fruits from around the world. Process, hygiene and quality are the major parameters which are laid major emphasis on under this label.",174.0,-178.28573616403554
17837,Spanish Corn - Roasted & Salted,"Foodgrains, Oil & Masala",Dry Fruits,Nutraj,149.0,149.0,Other Dry Fruits,1.3,"Do you think dried corns are just used for making popcorn? Once you should try these healthy crunchy nuts in roasted form. You will love these addictive crunchy and spicy roasted corns. So when you feel a Crunchy Salted craving coming on, make sure you have Healthy Spanish Corn Nuts with you.",149.0,-203.28573616403554
17925,Chandan 5-In-1 Tin,"Foodgrains, Oil & Masala",Dry Fruits,Chandan,260.0,260.0,Mukhwas,4.5,A container with 5 different compartments of Mouth Fresheners. A convenient Tin to select any of the Mouth Freshener of your choice. Chandan Mouth fresheners have been manufacturing mouth freshener since 1966 and are happy to share the rich taste of natural with no artificial ingredients.,260.0,-92.28573616403554
17966,Fine California Almond Flour,"Foodgrains, Oil & Masala",Dry Fruits,Urban Platter,382.5,425.0,Other Dry Fruits,4.6,"Urban Platter Almond Flour is keto-friendly, naturally protein-rich, blanched almond fine powder. It is used in puddings, kheer, sweets, badam-katli, grain-free baking mixes, in muffins, in baking cookies etc. It is excellent to give almond profile to your products. It is made from finest quality California almonds, sourced from Blue Diamond Almonds of USA. Urban Platter was founded with a vision to deliver simply good food for people who seek a personal connection with what they eat. Sit back, relax and whip up delicious delights! Urban platter has a variety of everyday essentials and gourmet edibles from around the world.",403.75,51.46426383596446
18496,Masala Cashew/Godambi - Black Pepper,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,296.0,400.0,Cashews,,"Packed with healthy dose of components like minerals, vitamins, good fats and antioxidants that is required for the functioning of a healthy heart. The magnesium present in cashews also makes it excellent for lowering high blood pressure and relaxes nerves and muscles. It works to promote bone health and helps fight infection. Since every cashew in this pack is organically grown, it is free from any preservatives and packed in to give you and your family a healthy snack.",348.0,-4.285736164035541
18765,Raisins/Ona Drakshi - Indian,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,95.0,120.0,Raisins,4.0,"It's safe to say that raisins are irreplaceable as a healthy member of the dry fruits category. These golden, green or black delicacies are favourites of almost everyone, particularly children. Raisins are widely used in cultural cooking around the world (especially in desserts) and are also added to health tonics, snacks and compact, high-energy food supplements for mountaineers, backpackers, and campers. By including raisins in your diet helps you increase the level of antioxidants in your system. Raisin varieties depend on the type of grape used and are made in a variety of sizes and colours including green, black, blue, purple and yellow. Value provides you with green raisin with lots of benefits.",107.5,-244.78573616403554
18851,"Roasted & Salted Pista - Shahi Akbari, Big","Foodgrains, Oil & Masala",Dry Fruits,bb Royal,310.0,600.0,Other Dry Fruits,,"These roasted pistachio nuts with a distinct nutty flavour are an enjoyment. Pistachios are rich in fibre and protein, both of which help in keeping you energetic all day. They're also very low-calorie nuts, hence, can be snacked on guilt-free. Mildly salty and with a delicious crunch, these nuts are great when added to salads, puddings and chocolates.",455.0,102.71426383596446
18916,Dried Kiwi,"Foodgrains, Oil & Masala",Dry Fruits,FabBox,100.0,100.0,Other Dry Fruits,3.5,"Like kiwi, eh? Our dried kiwi has a delicious sweet and slightly tangy taste. These fibre-packed dried kiwi slices have a vibrant green colour that is so much fun to look at, but even better to eat. It is gluten free and is a rich source of fibre and vitamins. It is a healthy snack that contains no preservatives.",100.0,-252.28573616403554
19442,Mix Fruit Chaat,"Foodgrains, Oil & Masala",Dry Fruits,FabBox,336.0,336.0,Other Dry Fruits,3.0,"All the superhero fruits combine with all their powers to give you an unbeatable fruity experience. The chatpata salt mix that we have sprinkled on it will drive your taste buds insane with heavenly joy...If this Godly mixture wasn't enough on its own, you can even use this in puddings or fruit creams or as a cake topping!",336.0,-16.28573616403554
19546,Cashew/Godambi - Roasted & Salted,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,297.0,350.0,Cashews,,Cashews are a kidney-shaped seed sourced from the cashew tree. Cashews provide an excellent source of protein. Cashews are cholesterol-free and a great supply of antioxidants that will keep you away from heart diseases. The fat content in cashew nuts is low.,323.5,-28.78573616403554
19644,Goji Berries,"Foodgrains, Oil & Masala",Dry Fruits,True Elements,250.0,250.0,Other Dry Fruits,3.5,"True Elements offer Goji berries that are soft and chewy with a slightly bitter taste and numerous benefits. It is traditional Chinese remedy to manage high blood pressure, diabetes, age-related eye problems, fever and tiredness linked with living at high altitudes. Goji berries can be eaten raw, dried or cooked, and be used in medicines, wines, herbal teas, and juices. They are a healthy gift from mother nature to us. They are known to promote strength, vitality and longevity. So try this berries with yogurts, tea, and oatmeal to reap their great health benefits.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/",250.0,-102.28573616403554
19824,Cashew/Godambi - Split,"Foodgrains, Oil & Masala",Dry Fruits,bb Popular,182.0,240.0,Cashews,,"Cashew - Split is very wealthy in flavour is a common ingredient in desserts and are utilized to make oils. It includes good amounts of dietary fibre, oil and antioxidants. Cashews are wealthy in iron, selenium, phosphorus, magnesium and zinc. They are also good sources of protein, antioxidants and phytochemicals.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/",211.0,-141.28573616403554
19863,Party Mix,"Foodgrains, Oil & Masala",Dry Fruits,Nutraj,186.0,249.0,Other Dry Fruits,3.0,"A palatable combination of Spanish corns, California Almonds and premium cashew nuts to bring out the richness of healthy nutrients packed in it. A perfect addition to your party snacks with the subtle flavour of sweet and salty nuts, this party mix pack is hygienically packed to provide you with the freshness of nuts. Crammed with amazing health benefits, this party mix pack is an amazing treat to taste buds and may help you fight against cardiovascular diseases and weight management.",217.5,-134.78573616403554
19943,Dried Mango,"Foodgrains, Oil & Masala",Dry Fruits,FabBox,130.0,130.0,Other Dry Fruits,3.3,"Our dried mango is a true tropical delight. Moist, sweet and simply delicious, these dried mango slices are a healthy way to satisfy a sweet craving. They're packed with fibre and vitamins to boot! It is gluten free and is a rich source of fibre and vitamins. It is a healthy snack that contains no preservatives.",130.0,-222.28573616403554
20130,Dried Whole Cranberries,"Foodgrains, Oil & Masala",Dry Fruits,True Elements,135.0,150.0,Other Dry Fruits,4.3,"True Elements Dried Cranberries are made with such uniqueness, that it can be added to any boring food and make it a mouth-watering delicacy. They can also be eaten raw in the form of a snack or can be added to ice-creams, yoghurts, smoothies or even salads. They can be consumed at any time of the day. Apart from its sweet taste, it is rich in fatty acids and a high source of fibre. They are not just delicious but has also many health benefits for your body.",142.5,-209.78573616403554
20555,Organic - Chia Seeds,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,145.0,249.0,Organic Dry Fruits,4.1,"Chia is nutritious and healthy seeds, with High Protein and Fibre. They are a rich plant source of Omega-3. They are also called Runners food because of their power-packed protein punch.",197.0,-155.28573616403554
20644,"Almond/Badam - Mamra, Giri","Foodgrains, Oil & Masala",Dry Fruits,bb Royal,350.6,500.0,Almonds,,"Mamra almonds are considered to be the richest in nutrients among all varieties of almonds.
Mamra Almonds are a wealthy source of minerals, proteins and vitamins.
It avoids coronary artery disease and strokes by favouring a strong blood lipid profile.
Mamra Almonds are usually identifiable due to their short size and high nutritional profile and contains more oil content than any other almonds type.
They are generally known for their delectable taste that adds a delicious crunch to a variety of sweet and savory dishes.
Store in a cool, dry place in an airtight container and preferably refrigerate after opening",425.3,73.01426383596447
20911,Mixed Berries - Cranberries & Blackberries,"Foodgrains, Oil & Masala",Dry Fruits,FabBox,350.0,350.0,Other Dry Fruits,4.0,"Sweet and tart whole cranberries along with exceptional blackberries are great for snacking, mixing into yogurt or cereal, or even baking. These berries are a good way to add fibre and vitamins in your daily munching life.Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/",350.0,-2.2857361640355407
21154,Jet Mukhwas,"Foodgrains, Oil & Masala",Dry Fruits,Chandan,120.0,120.0,Mukhwas,4.6,"The taste acts as a perfect mouth freshener. The delicious taste will surely crave you more. It is prepared using premium ingredients giving you the perfect luxurious taste. Relish the combination of different flavours. 
Chandan Mouth Freshener has been manufacturing mouth freshener since 1966 and is happy to share the rich taste of natural with no artificial ingredients.",120.0,-232.28573616403554
21343,Mitha Sonff - Mouth Freshener,"Foodgrains, Oil & Masala",Dry Fruits,Marudhar,102.0,120.0,Mukhwas,5.0,"Best Quality Colourful Sugar Coated Saunf - Fennel Mouth Freshener - Mukshwas. It Has Anti Oxidants And Dietary Fibre. It Is A Concentrate Source Of Minerals Like Copper, Calcium, Zinc, Iron, Magnesium, Selenium And Maganese. A delicious, fun Mouth Freshener. 100% Natural, Immunity Boosting & Rich in Anti Oxidants. Helps in digestion & improves stomach health. Relish the delicious combination of sweet and mint in every bite that will refresh your mouth. Delicious & Tasty Mukhwas Mouth freshener, prepared using the most high-quality ingredients in hygienic condition to ensure better quality & authentic flavour.",111.0,-241.28573616403554
21559,"Dates - Red, With Seeds","Foodgrains, Oil & Masala",Dry Fruits,bb Royal,225.0,300.0,Other Dry Fruits,3.3,"Red dates help replenish and nourish your blood, thus improving blood circulation. This can lead to better liver and digestive function, the balance of inner body energy (qi) and improved immunity. These premium dates come in an attractive pack, keeping in mind all the hygienic precautions while packing. These dates are a rich source of Iron and Vitamin C. Have them on a daily basis to reap the fruits of good health and stay fit. Dates have amazing medicinal properties. They are rich in antioxidants. They maintain good overall body health and give vitality to all age groups of both sexes. Dates are free from cholesterol and have a low level of fats (0.2%) and sodium. Include dates in your diet to stay healthy and fit.",262.5,-89.78573616403554
21781,Royal Jet Mukhwas,"Foodgrains, Oil & Masala",Dry Fruits,Marudhar,136.0,160.0,Mukhwas,,"We are a trusted and leading manufacturer of mouth fresheners (mukhwas) sweet supari, candy all these products are packed in customized, air-tight and tamper-proof material using advanced technology machines under hygienically maintained condition. Our company products are known for their unique taste, health properties and hygienic production and we also believe in maintaining a healthy relationship with our clients.",148.0,-204.28573616403554
21790,Kachi Kairi,"Foodgrains, Oil & Masala",Dry Fruits,Chandan,120.0,120.0,Mukhwas,2.7,The unique taste is an ayurvedic miracle with digestive properties to keep your stomach happy. Yummy and ideal for consumption by kids and grown-ups alike. Chandan Mouth Freshener has been manufacturing mouth freshener since 1966 and is happy to share the rich taste of natural with no artificial ingredients.,120.0,-232.28573616403554
21829,Cashew/Godambi - Broken,"Foodgrains, Oil & Masala",Dry Fruits,bb Popular,149.0,240.0,Cashews,,Cashews are a kidney-shaped seed sourced from the cashew tree. Cashews provide an excellent source of protein. Cashews are cholesterol-free and a great supply of antioxidants that will keep you away from heart diseases. The fat content in cashew nuts is low.,194.5,-157.78573616403554
22150,Caramel Almonds,"Foodgrains, Oil & Masala",Dry Fruits,FabBox,336.0,336.0,Almonds,,"Our sweet tooth deserves a treat every now and then! With a sweet sprinkle of caramel, this is an absolute delight, especially for caramel lovers. It also has sesame seeds stuck to it, to add to the health as well as crunchiness quotient. Pop a few of these post-dinner and even gift your friends/relatives.",336.0,-16.28573616403554
22379,American Dried Cranberries - Moist & Juicy,"Foodgrains, Oil & Masala",Dry Fruits,Nutraj,168.0,225.0,Other Dry Fruits,4.5,"Superfood, rich in nutrients and antioxidants, these delicious cranberries are tart and juicy. An alternative to candy, add them to your oatmeal, salad, granola bars, muffins and cakes. Dried cranberries are a modest source of dietary fibre. Every 40 grams of serving has 12.8 mg of Omega-3 fatty acids and 250 mg of Omega-6 fatty acids. And Cranberries offer plenty of nutritional value. It has ample amount of antioxidant benefits like Vitamin C, Vitamin K, carbohydrates, proteins, Choline and Niacin.",196.5,-155.78573616403554
22497,Dried Blueberries,"Foodgrains, Oil & Masala",Dry Fruits,FabBox,290.0,290.0,Other Dry Fruits,3.7,"Sweet, succulent, full of nutrients, and ideal for mixing in cereals, or adding to cakes and muffins. Packed with antioxidants and vitamins these little powerhouses provide tasty ways of staying healthy. One taste of these plump and sweet dried blueberries and your taste buds will be in paradise. It is gluten free and is a rich source of fibre and vitamins. It is a healthy snack that contains no preservatives.",290.0,-62.28573616403554
22675,Cashew/Godambis - Pepper Dry Roasted,"Foodgrains, Oil & Masala",Dry Fruits,Delicious,149.0,149.0,Cashews,4.0,"Dry Roasting with Cyclone chamber technology is a revolutionary new process for roasting without oil or preservative, Selected cashew kernels are dry roated with exotic flavours to enhance the natural taste of Cashew Kernels.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/",149.0,-203.28573616403554
22815,Seeds - Sunflower,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,93.0,150.0,Other Dry Fruits,4.1,"Sunflower seeds are an excellent alternative for a healthy evening snack, either raw or roasted.
Packed with the right amount of crunch, Sunflower seeds comprise a slightly nutty flavor and a tender texture to them.
These delicious premium quality sunflower seeds make a wholesome addition to your meals.
Sunflower seeds constitute a healthy and tasty snack option to munch on during any time of the day.
Be it sprinkling on green salads, smoothies, adding to hot or cold cereals, or your baked goods;
Sunflower seeds make a crunchy, nutritious, and tasty addition to your diet.
As an evening snack, you can roast it, or you can eat it even just plain.",121.5,-230.78573616403554
22843,Organic - Cashew/Godambi Whole Extra Bold,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,289.0,349.0,Organic Dry Fruits,4.1,"Packed with healthy dose of components like minerals, vitamins, good fats and antioxidants that is required for the functioning of a healthy heart. The magnesium present in cashews also makes it excellent for lowering high blood pressure and relaxes nerves and muscles. It works to promote bone health and helps fight infection. Since every cashew in this pack is organically grown, it is free from any preservatives and packed in to give you and your family a healthy snack.",319.0,-33.28573616403554
22933,Cashew/Godambis - Roasted & Salted,"Foodgrains, Oil & Masala",Dry Fruits,Delicious,149.0,149.0,Cashews,4.4,"Handpicked from the virgin forests & plantations across the continents of Africa and Asia, the raw are processed and individually shelled to extract the cashew Kernels, The kernels are heat treated in tunnel ovens before it is roasted and packed in inert gas flushed packing to retain freshness optimum crispness and long shelf life.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/",149.0,-203.28573616403554
23081,Majestic Rose Mouth Freshener,"Foodgrains, Oil & Masala",Dry Fruits,Chandan,150.0,150.0,Mukhwas,2.5,"Rose flavoured Mukhwas derived from the freshness of Rose Petals,100% hand made, lightly sweet-salted & crispy flavour & natural, authentic Indian Taste. The vegetarian mouth freshener stimulates your digestive system. It is a natural and safe way to complete your meal.",150.0,-202.28573616403554
23398,Vita Nutri - Awla,"Foodgrains, Oil & Masala",Dry Fruits,Nature's Treat,120.0,120.0,Mukhwas,3.4,"Vita improves immunity, aids digestion contains naturally occurring antioxidant. Amla is a great source of vitamin C. It is an excellent superfood to relish any time of the day packed with healthy nutrients.",120.0,-232.28573616403554
23404,Dried Cranberries,"Foodgrains, Oil & Masala",Dry Fruits,FabBox,280.0,280.0,Other Dry Fruits,3.4,"Sweet and tart sliced cranberries are great for snacking, mixing into yogurt or cereal, or even baking. These dried cranberries slices are a good source of fiber and vitamins.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/",280.0,-72.28573616403554
23430,Pumpkin Seeds/Kumbalakayi Bija,"Foodgrains, Oil & Masala",Dry Fruits,Himalayan Natives,112.0,140.0,Other Dry Fruits,4.2,"Himalayan Natives 100% Natural Pumpkin Seeds are farmed and harvested with the highest quality control standards to ensure purity & consistent quality. Pumpkin seeds are a powerhouse packed with valuable nutrients. Eating a small amount of these seeds daily can provide a substantial quantity of healthy fats, magnesium, and zinc. These minerals and vitamins can help improve heart health, prostate health, and protect against certain cancers.",126.0,-226.28573616403554
23448,Punjabi Mix,"Foodgrains, Oil & Masala",Dry Fruits,Marudhar,110.5,130.0,Mukhwas,3.0,"Mukhwas is a popular Indian mouth freshener which is cherished all over the country in different forms and compositions. Mukhwas is authentically prepared from an age-old recipe with a combination of pure, natural and non-toxic ingredients that do not cause any addiction and benefit your health in more than one way. Mouth freshener candy which can be consumed after the meals. Fennel, which is a very important part of the composition, is known for several health benefits.",120.25,-232.03573616403554
23462,Dates/Kharjura - Omani,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,135.0,180.0,Other Dry Fruits,4.0,"These premium dates come in an attractive pack, keeping in mind all the hygienic precautions while packing. These dates are a rich source of Iron and Vitamin C. Have them on a daily basis to reap the fruits of good health and stay fit. Dates have amazing medicinal properties. They are rich in antioxidants. They maintain good overall body health and give vitality to all age groups of both sexes. Dates are free from cholesterol and have a low level of fats (0.2%) and sodium. Include dates in your diet to stay healthy and fit.",157.5,-194.78573616403554
23601,Cashews,"Foodgrains, Oil & Masala",Dry Fruits,Super Saver,350.0,500.0,Cashews,4.3,Cashews are seeds sourced from the cashew tree. Cashews are absolutely delicious and crunchy; this popular snack is loaded with nutritional values. Cashews provide an excellent source of Protein. Cashews are cholesterol-free and a great supply of antioxidants that are good for the heart diseases. The fat content in cashew nuts is low. It is said that a handful of cashews or Kaju can be really good for your health.,425.0,72.71426383596446
23807,Anjeer/Figs/Atti Hannu,"Foodgrains, Oil & Masala",Dry Fruits,bb Popular,260.0,400.0,Other Dry Fruits,,"Figs are bell-shaped fruits with wrinkled and tough skin.
They are one of the sweetest fruits and also have a very sugary scent.
They are rich in antioxidants, phytonutrients and vitamins.
Dried figs, indeed, are an extremely concentrated supply of minerals and vitamins.
Dried figs are mainly consumed raw and are used as sweeteners in desserts and baked goods.",330.0,-22.28573616403554
23871,Dates/Kharjura - Red,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,225.0,300.0,Other Dry Fruits,,"These premium dates come in an attractive pack, keeping in mind all the hygienic precautions while packing.
These dates are a rich source of Iron and Vitamin C.
Have them on a daily basis to reap the fruits of good health and stay fit.
Dates have amazing medicinal properties.
They are rich in antioxidants.
They maintain good overall body health and give vitality to all age groups of both sexes.
Dates are free from cholesterol and have low levels of fats (0.2%) and sodium.
Include dates in your diet to stay healthy and fit.",262.5,-89.78573616403554
23873,Organic - Flax Seeds,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,80.0,88.0,Organic Dry Fruits,4.1,"Flaxseeds have a mild savor and are well-known for providing strong omega-3 fatty acids and fiber. They have a hard but soft and glossy outer shell. The color of this seed ranges from deep amber to reddish-brown. It has a lukewarm, type of silly and simple flavor. This is cultivated without the use of pesticides, artificial fertilizers or chemicals.",84.0,-268.28573616403554
23898,Dried Kiwi,"Foodgrains, Oil & Masala",Dry Fruits,FabBox,280.0,280.0,Other Dry Fruits,,"Weak eyesight? Luckily, you can choose this with your eyes closed! :p An ultimate goldmine of nutrients, not only is Kiwi one of the healthiest fruits you can ever have, we have also made it easier for you to carry it anywhere! We have dried the Kiwi while keeping all its nutrients intact, so you can carry this tasty health bomb anywhere without the risk of spillage or damage! PS - Dried Kiwis last long, not our stocks! Stock up NOW!",280.0,-72.28573616403554
23925,"Pista - Irani, Roasted & Salted","Foodgrains, Oil & Masala",Dry Fruits,bb Royal,399.0,500.0,Other Dry Fruits,,"Pista Salted is a drupe, containing an elongated seed, which is the edible portion. It has a tough, whitish external shell.
It is nutrient-dense, antioxidants, and full of fiber.
They are an outstanding supply of enzymes, vitamins, and minerals.
They are simple to digest and clean the blood and the digestive area.
The nuts are enriched with lots of health-benefiting nutrients that are necessary for optimum health.

Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/",449.5,97.21426383596446
23998,Tang Orange Instant Drink Mix 750G + Lion Dates - Deseeded 200G,"Foodgrains, Oil & Masala",Dry Fruits,bb Combo,244.55,269.0,Other Dry Fruits,,"Tang comes in refreshing Orange flavor. Keep everyone refreshed this summer with Tang and its great fruit taste with the goodness of vitamins A, B, C and Iron. A glass (approximately 180ml) of Tang gives your child 60% of Vitamin C required for the entire day.   • With a view to making the consuming of dates one step easier, Lion Dates Impex Ltd launched Deseeded Dates. Enjoy the juicy taste of Zahidi dates, with the same amount of nutrition and health benefits as the seeded ones, but a lot more consumer friendly.• These dates are vacuum packed to retain the original freshness until the pack is opened, thereby increasing the longevity of the product.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/",256.775,-95.51073616403556
24009,Hazelnut,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,199.0,250.0,Other Dry Fruits,,"Hazelnuts are encased in a hard brown shell, soft but are the majority generally sold shelled.
The cream-colored kernel, sweet-tasting is round and little, with a pointed tip.
It thin, dark brown skin is faintly bitter, so some people like to take away this before eating.",224.5,-127.78573616403554
24132,Amla,"Foodgrains, Oil & Masala",Dry Fruits,Saravanas,50.0,50.0,Other Dry Fruits,3.8,Saravanas Amla is enriched in Vitamin C. It is physically processed and free from non-natural flavors and colorants. It is hygienically filled free from outside contaminants. It improves food absorption capability and also improves fertility and raises memory. It brings back stomach and intestinal digestive enzymes. It is physically decreases body heat and/or weight.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/,50.0,-302.28573616403554
24462,Foxnuts/Makhana,"Foodgrains, Oil & Masala",Dry Fruits,Soulfit,449.0,449.0,Other Dry Fruits,4.0,"Foxnuts are lotus flower seeds. They have been plucked and processed for eating for thousands of years. They are an excellent source of protein, fibre, potassium and calcium which makes them an awesome snacking food. How to Eat?",449.0,96.71426383596446
24656,Iranian Premium Dates,"Foodgrains, Oil & Masala",Dry Fruits,Salonik,299.0,299.0,Other Dry Fruits,3.7,"The main characteristics of dates are copper, magnesium, niacin, multi-vitamins. At the time of illness, dates are magical medicine for influenza due to its high number of vitamins and potential anti-cancer ingredients. Antioxidants in dates help to prevent excessive bleeding. It is also noteworthy that, dates fruits determine the amount of oxygen taken in and out in blood. Dates are also believed to be an effective source for sportsmen and sportswomen thanks to its enriched amount of calorie which stimulates blood cells to control the flow of blood. It is recommended that taking each date, doubles the energy in the human body. What separates dates from each other is the type of weather climate in different parts of Iran. Zahedy dates come with a yellow layer.",299.0,-53.28573616403554
25032,Pepper Cashew/Godambis,"Foodgrains, Oil & Masala",Dry Fruits,FabBox,215.0,215.0,Cashews,4.0,"Roasted Cashews married to Black Pepper! Yeah, it's crunchy, it's hot and its cashews! No that's not what heaven might feel like but almost there ;)It is high in protein and is a rich source of fibre. It contains no added sugar and contains ingredients like roasted kaju. It is a healthy snack that contains no trans fat. These are roasted nuts and roasted Snacks",215.0,-137.28573616403554
25215,Safawi Dates/Kharjura,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,270.0,360.0,Other Dry Fruits,,"If you love the taste of real dates then go for this Safawi Dates and enjoy your snack time.
These premium dates come in an attractive pack, keeping in mind all the hygienic precautions while packing.
These dates contain no trans fats, with no added sugar, flavors, colors or any preservatives.
This variety of dates is soft, chewy, and sweet making it an ideal snack for your little ones.
Add them to your cakes or bake them into your bread.
Dates are sure to turn your recipes into delectable delights.
The benefits of dates are manifold relief from constipation and many other conditions.",315.0,-37.28573616403554
25250,Royal Green Mukhwas,"Foodgrains, Oil & Masala",Dry Fruits,Marudhar,144.5,170.0,Mukhwas,4.5,"Green mix: its mix of fennel, sesame seeds & sugar pills. It's used after meals as natural mouth fresheners. It is aromatic & flavoursome. These seeds are a rich source of dietary fibre helps to reduce treating indigestion. 100% Natural, Immunity Boosting & Rich in Anti Oxidants. Helps in Digestion & improves stomach health. Relish the delicious combination of sweet and mint in every bite that will refresh your mouth. Delicious & Tasty Mukhwas Mouth freshener, prepared using the most high-quality ingredients in hygienic condition to ensure better quality & authentic flavour.",157.25,-195.03573616403554
25550,Flavoured Cashew/Godambis - Hot Pepper,"Foodgrains, Oil & Masala",Dry Fruits,bb Royal,360.0,400.0,Cashews,4.3,"Packed with healthy dose of components like minerals, vitamins, good fats and antioxidants that is required for the functioning of a healthy heart. The magnesium present in cashews also makes it excellent for lowering high blood pressure and relaxes nerves and muscles. It works to promote bone health and helps fight infection. Since every cashew in this pack is organically grown, it is free from any preservatives and packed in to give you and your family a healthy snack",380.0,27.71426383596446
25888,Broken Cashew/Godambi,"Foodgrains, Oil & Masala",Dry Fruits,Grocery Farm,173.0,230.0,Cashews,3.9,"Cashewnuts Broken contains vitamins, minerals and antioxidants. The cashew nuts are kidney-shaped, delicately sweet and crunchy seeds that are found at the bottom of the cashew apple. They are readily available and can serve as an instant snack when hunger strikes. Cashew nuts are used widely in the kitchen, both in savoury and sweet dishes.",201.5,-150.78573616403554
25928,Certified Organic - Watermelon Seeds/Kallangadi Bija,"Foodgrains, Oil & Masala",Dry Fruits,Nourish You,99.0,99.0,Other Dry Fruits,4.6,"Nourish You Watermelon Seeds is one of the on the go snacking range brought to you by Nourish You. Watermelon Seeds has several important nutritional components like protiens, vitamin B & minerals are few among them. Watermelon seeds can also be salted or roasted while incorporating it in ones diet.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/231/dry-fruits-berries-nuts/",99.0,-253.28573616403554
